time	V(n004)
5.461525714286119e-009	-4.556823e-007
5.468811428571835e-009	-4.556677e-007
5.476097142857552e-009	-4.556529e-007
5.483382857143268e-009	-4.556381e-007
5.490668571428984e-009	-4.556231e-007
5.497954285714701e-009	-4.556080e-007
5.505240000000418e-009	-4.555928e-007
5.513382857143277e-009	-4.555758e-007
5.521525714286137e-009	-4.555588e-007
5.529668571428996e-009	-4.555417e-007
5.537811428571856e-009	-4.555246e-007
5.545954285714716e-009	-4.555075e-007
5.554097142857576e-009	-4.554903e-007
5.562240000000435e-009	-4.554731e-007
5.571668571429009e-009	-4.554530e-007
5.581097142857584e-009	-4.554327e-007
5.590525714286158e-009	-4.554122e-007
5.599954285714732e-009	-4.553915e-007
5.609382857143306e-009	-4.553706e-007
5.618811428571881e-009	-4.553494e-007
5.628240000000455e-009	-4.553281e-007
5.633668571429028e-009	-4.553158e-007
5.639097142857602e-009	-4.553035e-007
5.644525714286175e-009	-4.552912e-007
5.649954285714748e-009	-4.552789e-007
5.655382857143321e-009	-4.552666e-007
5.660811428571894e-009	-4.552543e-007
5.666240000000467e-009	-4.552419e-007
5.672097142857612e-009	-4.552284e-007
5.677954285714756e-009	-4.552148e-007
5.683811428571901e-009	-4.552013e-007
5.689668571429045e-009	-4.551878e-007
5.695525714286190e-009	-4.551744e-007
5.701382857143335e-009	-4.551610e-007
5.707240000000480e-009	-4.551476e-007
5.713811428571910e-009	-4.551315e-007
5.720382857143340e-009	-4.551154e-007
5.726954285714771e-009	-4.550994e-007
5.733525714286202e-009	-4.550835e-007
5.740097142857633e-009	-4.550676e-007
5.746668571429063e-009	-4.550519e-007
5.753240000000494e-009	-4.550362e-007
5.760525714286210e-009	-4.550187e-007
5.767811428571927e-009	-4.550010e-007
5.775097142857644e-009	-4.549831e-007
5.782382857143359e-009	-4.549649e-007
5.789668571429076e-009	-4.549466e-007
5.796954285714793e-009	-4.549280e-007
5.804240000000509e-009	-4.549092e-007
5.812668571429083e-009	-4.548876e-007
5.821097142857658e-009	-4.548661e-007
5.829525714286232e-009	-4.548445e-007
5.837954285714805e-009	-4.548229e-007
5.846382857143379e-009	-4.548013e-007
5.854811428571954e-009	-4.547796e-007
5.863240000000527e-009	-4.547580e-007
5.872954285714816e-009	-4.547326e-007
5.882668571429105e-009	-4.547073e-007
5.892382857143393e-009	-4.546822e-007
5.902097142857683e-009	-4.546573e-007
5.911811428571971e-009	-4.546326e-007
5.921525714286260e-009	-4.546081e-007
5.931240000000548e-009	-4.545837e-007
5.942811428571981e-009	-4.545541e-007
5.954382857143412e-009	-4.545243e-007
5.965954285714845e-009	-4.544946e-007
5.977525714286277e-009	-4.544648e-007
5.989097142857709e-009	-4.544350e-007
6.000668571429141e-009	-4.544051e-007
6.012240000000573e-009	-4.543752e-007
6.025382857143434e-009	-4.543416e-007
6.038525714286296e-009	-4.543081e-007
6.051668571429156e-009	-4.542748e-007
6.064811428572018e-009	-4.542417e-007
6.077954285714879e-009	-4.542087e-007
6.091097142857741e-009	-4.541759e-007
6.104240000000601e-009	-4.541432e-007
6.105240000000602e-009	-4.541406e-007
6.125525714286322e-009	-4.540892e-007
6.145811428572043e-009	-4.540380e-007
6.166097142857764e-009	-4.539869e-007
6.186382857143483e-009	-4.539360e-007
6.206668571429204e-009	-4.538853e-007
6.226954285714925e-009	-4.538348e-007
6.247240000000645e-009	-4.537844e-007
6.264382857143507e-009	-4.537434e-007
6.281525714286370e-009	-4.537015e-007
6.298668571429232e-009	-4.536587e-007
6.315811428572095e-009	-4.536149e-007
6.332954285714957e-009	-4.535702e-007
6.350097142857820e-009	-4.535245e-007
6.367240000000682e-009	-4.534780e-007
6.409811428572124e-009	-4.533639e-007
6.452382857143565e-009	-4.532523e-007
6.494954285715007e-009	-4.531434e-007
6.537525714286449e-009	-4.530370e-007
6.580097142857891e-009	-4.529332e-007
6.622668571429332e-009	-4.528319e-007
6.665240000000773e-009	-4.527332e-007
6.857240000000832e-009	-4.522729e-007
7.129240000000916e-009	-4.515974e-007
8.007240000000725e-009	-4.494307e-007
8.153240000000649e-009	-4.490741e-007
8.478240000000480e-009	-4.482734e-007
9.177240000000116e-009	-4.465463e-007
1.017823999999960e-008	-4.441148e-007
1.020123999999958e-008	-4.440587e-007
1.065523999999935e-008	-4.429583e-007
1.122523999999905e-008	-4.415795e-007
1.132823999999900e-008	-4.413310e-007
1.224923999999852e-008	-4.390995e-007
1.238223999999845e-008	-4.387876e-007
1.285923999999820e-008	-4.376402e-007
1.327323999999799e-008	-4.366510e-007
1.357123999999783e-008	-4.359424e-007
1.429723999999745e-008	-4.342142e-007
1.456923999999731e-008	-4.335664e-007
1.509623999999736e-008	-4.323144e-007
1.532123999999761e-008	-4.317787e-007
1.634523999999878e-008	-4.293665e-007
1.682123999999931e-008	-4.282508e-007
1.733323999999990e-008	-4.270190e-007
1.736923999999994e-008	-4.269333e-007
1.753624000000013e-008	-4.265566e-007
1.839324000000110e-008	-4.245758e-007
1.909924000000190e-008	-4.229417e-007
1.941724000000226e-008	-4.222002e-007
1.953424000000239e-008	-4.219329e-007
1.966366857143111e-008	-4.216257e-007
1.979309714285983e-008	-4.213214e-007
1.992252571428854e-008	-4.210200e-007
2.005195428571726e-008	-4.207215e-007
2.018138285714598e-008	-4.204259e-007
2.031081142857470e-008	-4.201332e-007
2.044024000000342e-008	-4.198434e-007
2.044124000000342e-008	-4.198411e-007
2.141224000000452e-008	-4.176140e-007
2.146524000000458e-008	-4.174926e-007
2.191824000000509e-008	-4.164594e-007
2.248924000000574e-008	-4.151323e-007
2.311624000000645e-008	-4.137362e-007
2.351324000000690e-008	-4.128327e-007
2.374924000000717e-008	-4.123019e-007
2.426524000000776e-008	-4.111378e-007
2.453724000000806e-008	-4.105286e-007
2.493424000000851e-008	-4.096288e-007
2.556124000000923e-008	-4.082327e-007
2.612124000000986e-008	-4.069795e-007
2.658524000001039e-008	-4.059490e-007
2.673138285715341e-008	-4.056281e-007
2.687752571429643e-008	-4.053046e-007
2.702366857143945e-008	-4.049787e-007
2.716981142858248e-008	-4.046503e-007
2.731595428572550e-008	-4.043194e-007
2.746209714286852e-008	-4.039860e-007
2.760824000001155e-008	-4.036501e-007
2.760924000001155e-008	-4.036477e-007
2.823824000001226e-008	-4.022847e-007
2.852324000001258e-008	-4.016583e-007
2.863324000001271e-008	-4.014180e-007
2.904924000001318e-008	-4.005046e-007
2.965724000001387e-008	-3.991775e-007
2.993024000001418e-008	-3.985575e-007
3.068124000001503e-008	-3.969413e-007
3.095624000001534e-008	-3.963413e-007
3.149024000001595e-008	-3.951847e-007
3.170524000001619e-008	-3.947230e-007
3.272924000001735e-008	-3.925110e-007
3.302224000001768e-008	-3.918821e-007
3.342424000001814e-008	-3.910211e-007
3.375324000001851e-008	-3.903206e-007
3.396324000001875e-008	-3.898703e-007
3.461324000001949e-008	-3.884864e-007
3.477724000001967e-008	-3.881125e-007
3.580124000002083e-008	-3.859648e-007
3.592224000002097e-008	-3.857108e-007
3.647224000002159e-008	-3.845530e-007
3.682524000002199e-008	-3.838110e-007
3.753524000002280e-008	-3.823143e-007
3.784924000002316e-008	-3.816612e-007
3.845724000002385e-008	-3.803951e-007
3.887324000002432e-008	-3.795259e-007
3.901824000002448e-008	-3.792272e-007
3.914366857145320e-008	-3.789601e-007
3.926909714288191e-008	-3.786952e-007
3.939452571431062e-008	-3.784327e-007
3.951995428573934e-008	-3.781725e-007
3.964538285716805e-008	-3.779146e-007
3.977081142859676e-008	-3.776590e-007
3.989624000002548e-008	-3.774057e-007
3.989724000002548e-008	-3.774039e-007
4.092124000002664e-008	-3.752923e-007
4.103124000002676e-008	-3.750671e-007
4.159524000002740e-008	-3.739152e-007
4.182824000002767e-008	-3.734076e-007
4.194524000002780e-008	-3.731661e-007
4.296924000002896e-008	-3.711101e-007
4.327024000002930e-008	-3.704978e-007
4.364024000002972e-008	-3.697499e-007
4.399324000003012e-008	-3.690369e-007
4.425024000003041e-008	-3.684872e-007
4.501724000003128e-008	-3.669670e-007
4.593724000003233e-008	-3.651298e-007
4.604124000003244e-008	-3.649210e-007
4.628624000003272e-008	-3.644322e-007
4.690824000003343e-008	-3.631950e-007
4.706524000003361e-008	-3.628795e-007
4.732524000003390e-008	-3.623569e-007
4.808924000003477e-008	-3.608489e-007
4.902024000003582e-008	-3.590135e-007
4.911324000003593e-008	-3.588330e-007
4.960424000003648e-008	-3.578671e-007
4.989224000003681e-008	-3.573024e-007
4.999924000003693e-008	-3.570914e-007
5.000000000000000e-008	-3.570876e-007
